ID;DATE;TYPE;KIA;WIA;CITY;REGION;COUNTRY;DETAILS;GROUP;REMARKS;TEXT;FORMATTED_ADDRESS;LOCATION_LAT;LOCATION_LNG;LOCATION_CITY;LOCATION_REGION;LOCATION_COUNTRY;LOCATION_TYPE
249;14/05/2015;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;A device was blown up in front of Odessa College of Railway Transport;;Inside communications box Alekseevskaya Square. 400 gr TNT equivalent;A device was blown up in front of Odessa College of Railway Transport Inside communications box Alekseevskaya Square. 400 gr TNT equivalent;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
250;13/05/2015;UNKNOWN;1;0;Gornyak;DONETSK;UKRAINE;A man died after an IED was blown up inside his car;;Under the driverÇs seat;A man died after an IED was blown up inside his car Under the driverÇs seat;Hirnyk, Donetsk Oblast, Ukraine;48,0535517;37,3703445;Hirnyk;Donetsk Oblast;Ukraine;APPROXIMATE
251;13/05/2015;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;Railroad was affected by the detonation of a device;;In a suburb of the city. 3 Kg TNT equivalent;Railroad was affected by the detonation of a device In a suburb of the city. 3 Kg TNT equivalent;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
252;13/05/2015;CACHE/FOUND;0;0;Kiev;KIEV;UKRAINE;Almost 8 Kg of explosive seized during a detention;;;Almost 8 Kg of explosive seized during a detention ;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
253;12/05/2015;UNKNOWN;0;0;Slobodka;ODESSA;UKRAINE;A railway bridge was affected by the detonation of a device;;Maloskova Street;A railway bridge was affected by the detonation of a device Maloskova Street;Slobidka, Odessa Oblast, Ukraine, 66050;47,8840341;29,3465596;Slobidka;Odessa Oblast;Ukraine;APPROXIMATE
254;12/05/2015;CACHE/FOUND;0;0;Hadjibei;ODESSA;UKRAINE;An IED was found in a pipeline platform;;Solontsevaty Lane;An IED was found in a pipeline platform Solontsevaty Lane;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
255;11/05/2015;UNKNOWN;1;0;Energodar;ZAPORIZHYE;UKRAINE;A man died after the detonation of a device;;Artyom Street;A man died after the detonation of a device Artyom Street;NULL;NULL;NULL;NULL;NULL;NULL;NULL
256;10/05/2015;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Kiev international airport (Zhulyany);Call reporting IED - First Responders action - no explosive Kiev international airport (Zhulyany);Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
257;10/05/2015;HOAX/FALSE;0;0;Odessa;ODESSA;UKRAINE;Call reporting IED - First Responders action - no explosive;;In Kulikovo Field (Pole Square), against a Trade UnionsÍ House ;Call reporting IED - First Responders action - no explosive In Kulikovo Field (Pole Square), against a Trade UnionsÍ House ;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
258;09/05/2015;CACHE/FOUND;0;0;Kharkiv;KHARKIV;UKRAINE;A civilian was detained while trying to blow a fuel tank up;;;A civilian was detained while trying to blow a fuel tank up ;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
259;08/05/2015;CACHE/FOUND;0;0;Krasnoarmeysk;DONETSK;UKRAINE;Explosives seized during a car check;;19 blocks of TNT (7.6 Kg);Explosives seized during a car check 19 blocks of TNT (7.6 Kg);Krasnoarmiis'k, Donetsk Oblast, Ukraine;48,282193;37,1847804;Krasnoarmiis'k;Donetsk Oblast;Ukraine;APPROXIMATE
260;08/05/2015;CACHE/FOUND;0;0;Kiev;KIEV;UKRAINE;Explosives were found during a vehicle control;;400 gr of explosive;Explosives were found during a vehicle control 400 gr of explosive;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
261;06/05/2015;HOAX/FALSE;0;0;Odessa;ODESSA;UKRAINE;Call reporting IED - First Responders action - no explosive;;Against the Kiev District Court;Call reporting IED - First Responders action - no explosive Against the Kiev District Court;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
262;06/05/2015;CACHE/FOUND;0;0;Stanytsia Luhanska;LUHANSK ;UKRAINE;A device composed by two ATGM and a hand grenade was found;;;A device composed by two ATGM and a hand grenade was found ;Stanytsia Luhanska, Luhans'ka oblast, Ukraine, 93600;48,6798458;39,4672507;Stanytsia Luhanska;Luhans'ka oblast;Ukraine;APPROXIMATE
263;05/05/2015;CACHE/FOUND;0;0;Svyatohirsk;DONETSK;UKRAINE;Some IEDs were found during a search with Explosive Detection Dogs;;In Lysa Hora memorial complex, before a ceremony to start;Some IEDs were found during a search with Explosive Detection Dogs In Lysa Hora memorial complex, before a ceremony to start;Svyatohirs'k, Donetsk Oblast, Ukraine;49,0440881;37,578484;Svyatohirs'k;Donetsk Oblast;Ukraine;APPROXIMATE
264;05/05/2015;HOAX/FALSE;0;0;Krivoy Rog;DNIPROPETROVSK;UKRAINE;Call reporting IED - First Responders action - no explosive;;Against a military dormitory. One drunk sergeant was detained as suspect;Call reporting IED - First Responders action - no explosive Against a military dormitory. One drunk sergeant was detained as suspect;Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine;47,910483;33,391783;Kryvyi Rih;Dnipropetrovsk Oblast;Ukraine;APPROXIMATE
265;05/05/2015;CACHE/FOUND;0;0;Antonivka;DNIPROPETROVSK;UKRAINE;Explosives were found in a van during a road control;;Suspect was detained with some weapons, a 400 gr TNT block and a fuze;Explosives were found in a van during a road control Suspect was detained with some weapons, a 400 gr TNT block and a fuze;Antonivka, Dnipropetrovsk Oblast, Ukraine;48,2897033;35,0216816;Antonivka;Dnipropetrovsk Oblast;Ukraine;APPROXIMATE
266;03/05/2015;HOAX/FALSE;0;0;Zaporizhia;ZAPORIZHYE;UKRAINE;Call reporting IED - First Responders action - no explosive;;Against a nuclear plant power station;Call reporting IED - First Responders action - no explosive Against a nuclear plant power station;Zaporizhia, Zaporiz'ka oblast, Ukraine;47,8388;35,139567;Zaporizhia;Zaporiz'ka oblast;Ukraine;APPROXIMATE
267;02/05/2015;CACHE/FOUND;0;0;Kharkiv;KHARKIV;UKRAINE;A guy was detained while trying to blow a fortification up;;1.2 Kg of TNT plus detonators were seized;A guy was detained while trying to blow a fortification up 1.2 Kg of TNT plus detonators were seized;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
268;02/05/2015;HOAX/FALSE;0;0;Nikolayevshchina;MIKOLAYIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Against Shirokolanovsky gas-supplying station;Call reporting IED - First Responders action - no explosive Against Shirokolanovsky gas-supplying station;NULL;NULL;NULL;NULL;NULL;NULL;NULL
269;02/05/2015;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Vokzalnaya metro station;"Call reporting IED - First Responders action - no explosive ""Vokzalnaya"" metro station";Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
270;01/05/2015;CACHE/FOUND;0;0;Kharkiv;KHARKIV;UKRAINE;3 guys were detained and some explosives and fuzes were seized;;Suspects of 7 IED attacks;3 guys were detained and some explosives and fuzes were seized Suspects of 7 IED attacks;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
271;29/04/2015;CACHE/FOUND;0;0;Kostiv;KHARKIV;UKRAINE;Explosives were found inside a cache;;18 Kg of plastic explosive, fuzes, rockets, grenades and  weapons found;Explosives were found inside a cache 18 Kg of plastic explosive, fuzes, rockets, grenades and  weapons found;Kostiv, Kharkiv Oblast, Ukraine, 63024;49,866944;35,6402648;Kostiv;Kharkiv Oblast;Ukraine;APPROXIMATE
272;29/04/2015;UNKNOWN;0;0;Bictoba;IVANO-FRANKIVSK;UKRAINE;IED was blown up against the roof of a restaurant;;;IED was blown up against the roof of a restaurant ;Ivano-Frankivsk, Ivano-Frankivs'ka oblast, Ukraine;48,922633;24,711117;Ivano-Frankivsk;Ivano-Frankivs'ka oblast;Ukraine;APPROXIMATE
273;29/04/2015;UNKNOWN;0;0;Olenivka;DONETSK;UKRAINE;IED attack against railway;;Km 1168, 170 m of railroad were damaged;IED attack against railway Km 1168, 170 m of railroad were damaged;Olenivka, Donetsk Oblast, Ukraine, 85710;47,8278622;37,6528188;Olenivka;Donetsk Oblast;Ukraine;APPROXIMATE
274;28/04/2015;HOAX/FALSE;0;0;Kharkiv;KHARKIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Against several bridges in Kharkiv and Poltova. Suspect was detained;Call reporting IED - First Responders action - no explosive Against several bridges in Kharkiv and Poltova. Suspect was detained;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
275;28/04/2015;CACHE/FOUND;0;0;Kiev;KIEV;UKRAINE;Explosives seized during a search operation;;3 Kg of plastic explosive and TNT were seized along with another weapons;Explosives seized during a search operation 3 Kg of plastic explosive and TNT were seized along with another weapons;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
276;28/04/2015;UNKNOWN;0;0;Ilichevsk;ODESSA;UKRAINE;IED attack against railroad;;"During the movement from ""Kseniyevo"" station to ""Akardzha"" station";"IED attack against railroad During the movement from ""Kseniyevo"" station to ""Akardzha"" station";Illichivs'k-Poromna station, Odessa Oblast, Ukraine;46,335257;30,670083;Illichivs'k-Poromna station;Odessa Oblast;Ukraine;APPROXIMATE
277;28/04/2015;HOAX/FALSE;0;0;Kharkiv;KHARKIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;"Against ""Levada"" train station";"Call reporting IED - First Responders action - no explosive Against ""Levada"" train station";Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
278;28/04/2015;HOAX/FALSE;0;0;Lviv;LVIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;"Against ÂKing Cross Leopolis"" shopping  center";"Call reporting IED - First Responders action - no explosive Against ÂKing Cross Leopolis"" shopping  center";Lviv, Lviv Oblast, Ukraine;49,839683;24,029717;Lviv;Lviv Oblast;Ukraine;APPROXIMATE
279;28/04/2015;CACHE/FOUND;0;0;Sokolivka;KIEV;UKRAINE;A car was searched and some explosive s were seized;;Two improvised hand grenades along with another weapons and ammo;A car was searched and some explosive s were seized Two improvised hand grenades along with another weapons and ammo;Sokolivka, Kyivs'ka oblast, Ukraine, 08666;49,9085394;30,2074678;Sokolivka;Kyivs'ka oblast;Ukraine;APPROXIMATE
280;27/04/2015;HOAX/FALSE;0;0;Odessa;ODESSA;UKRAINE;Call reporting IED - First Responders action - no explosive;;Against a school;Call reporting IED - First Responders action - no explosive Against a school;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
281;25/04/2015;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;"Pochtovaya Ploshchad and ""Kontraktovaya Ploshchad"" stations";"Call reporting IED - First Responders action - no explosive ""Pochtovaya Ploshchad"" and ""Kontraktovaya Ploshchad"" stations";Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
282;25/04/2015;HOAX/FALSE;0;0;Kharkiv;KHARKIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Culture Centre of Kharkiv electromechanical plan;Call reporting IED - First Responders action - no explosive Culture Centre of Kharkiv electromechanical plan;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
283;25/04/2015;UNKNOWN;0;2;Popasna;LUHANSK;UKRAINE;IED against 2 shunting locomotives;;"During a movement from ""Sentyanivka"" station to""Shipylove"" station";"IED against 2 shunting locomotives During a movement from ""Sentyanivka"" station to""Shipylove"" station";Popasna, Luhans'ka oblast, Ukraine;48,6282422;38,3727154;Popasna;Luhans'ka oblast;Ukraine;APPROXIMATE
284;25/04/2015;HOAX/FALSE;0;0;Kharkiv;KHARKIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;"Against ""Plant"" Club";"Call reporting IED - First Responders action - no explosive Against ""Plant"" Club";Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
285;24/04/2015;CACHE/FOUND;0;0;Kiev;KIEV;UKRAINE;A women was detained when transporting explosives;;4 TNT blocks and some detonators;A women was detained when transporting explosives 4 TNT blocks and some detonators;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
286;24/04/2015;UNKNOWN;0;0;Prev;IVANO-FRANKIVSK;UKRAINE;IED detonation against a food store;;;IED detonation against a food store ;Ivano-Frankivsk, Ivano-Frankivs'ka oblast, Ukraine;48,922633;24,711117;Ivano-Frankivsk;Ivano-Frankivs'ka oblast;Ukraine;APPROXIMATE
287;23/04/2015;UNKNOWN;0;1;Kramatorsk;DONETSK;UKRAINE;A flat was blown up;;Arkhangelkaya Street;A flat was blown up Arkhangelkaya Street;Kramatorsk, Donetsk Oblast, Ukraine;48,738967;37,58435;Kramatorsk;Donetsk Oblast;Ukraine;APPROXIMATE
288;23/04/2015;UNKNOWN;0;0;Yelenovka;DONETSK;UKRAINE;IED detonation against locomotive freight trains in railway;;Volnovakha station;IED detonation against locomotive freight trains in railway Volnovakha station;Donetsk, Donetsk Oblast, Ukraine;48,015883;37,80285;Donetsk;Donetsk Oblast;Ukraine;APPROXIMATE
289;23/04/2015;CACHE/FOUND;0;0;Odessa;ODESSA;UKRAINE;Explosives were seized during a detention & search of a house;;Suspets of the attacks against Admiralskaya Center in DEC 14 and MAR 15;Explosives were seized during a detention & search of a house Suspets of the attacks against Admiralskaya Center in DEC 14 and MAR 15;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
290;22/04/2015;UNKNOWN;0;0;Melovoye;LUHANSK;UKRAINE;A car was blown up;;The owner was an officer of the Ukrainian Security Service;A car was blown up The owner was an officer of the Ukrainian Security Service;Milove, Luhans'ka oblast, Ukraine;49,3756258;40,1418221;Milove;Luhans'ka oblast;Ukraine;APPROXIMATE
291;22/04/2015;HOAX/FALSE;0;0;Zaporizhia;ZAPORIZHYE;UKRAINE;Call reporting IED - First Responders action - no explosive;;Against a shopping center;Call reporting IED - First Responders action - no explosive Against a shopping center;Zaporizhia, Zaporiz'ka oblast, Ukraine;47,8388;35,139567;Zaporizhia;Zaporiz'ka oblast;Ukraine;APPROXIMATE
292;22/04/2015;HOAX/FALSE;0;0;Odessa;ODESSA;UKRAINE;Call reporting IED - First Responders action - no explosive;;Against Cultural Center of Power Engineers;Call reporting IED - First Responders action - no explosive Against Cultural Center of Power Engineers;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
293;22/04/2015;HOAX/FALSE;0;0;Kharkiv;KHARKIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Prosvity office in Rymarskaya Street & parking in Danilevskoge Street;Call reporting IED - First Responders action - no explosive Prosvity office in Rymarskaya Street & parking in Danilevskoge Street;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
294;22/04/2015;CACHE/FOUND;0;0;Odessa;ODESSA;UKRAINE;Explosives seized after a detention;;3 suspects of attacks against railways were arrested ;Explosives seized after a detention 3 suspects of attacks against railways were arrested ;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
295;21/04/2015;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Darnitsa metro station;"Call reporting IED - First Responders action - no explosive ""Darnitsa"" metro station";Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
296;21/04/2015;UNKNOWN;0;0;Kharkiv;KHARKIV;UKRAINE;A car was blown up due to an IED;;;A car was blown up due to an IED ;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
297;21/04/2015;CACHE/FOUND;0;0;Lysychansk;LUHANSK;UKRAINE;Explosives found under bridge to Severodonetsk;;49,6 Kg of TNT, 24 Kg of ammonite, electric detonators;Explosives found under bridge to Severodonetsk 49,6 Kg of TNT, 24 Kg of ammonite, electric detonators;Lysychans'k, Luhans'ka oblast, Ukraine, 93100;48,9066145;38,4433605;Lysychans'k;Luhans'ka oblast;Ukraine;APPROXIMATE
298;20/04/2015;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;"Metro stations ""Arsenalyana"" & ""Nezalezhnosty""";"Call reporting IED - First Responders action - no explosive Metro stations ""Arsenalyana"" & ""Nezalezhnosty""";Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
299;19/04/2015;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;"Metro station ""Khreschatik""";"Call reporting IED - First Responders action - no explosive Metro station ""Khreschatik""";Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
300;16/04/2015;CACHE/FOUND;0;0;Dnipropetrovsk;DNIPROPETROVSK;UKRAINE;Suspects detained while preparing IED attacks against railway;;Some explosives were seized;Suspects detained while preparing IED attacks against railway Some explosives were seized;Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine;48,464717;35,046183;Dnepropetrovsk;Dnipropetrovsk Oblast;Ukraine;APPROXIMATE
301;16/04/2015;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;"Metro station ""Ploshcha LVA Tolstogo""";"Call reporting IED - First Responders action - no explosive Metro station ""Ploshcha LVA Tolstogo""";Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
302;16/04/2015;HOAX/FALSE;0;0;Krasnoarmiysk;DONETSK;UKRAINE;Suspicious IED found, after investigation there was no explosive;;In Boulevard Sidorov. F-1 inert training hand grenade used as main charge.;Suspicious IED found, after investigation there was no explosive In Boulevard Sidorov. F-1 inert training hand grenade used as main charge.;Krasnoarmiis'k, Donetsk Oblast, Ukraine;48,282193;37,1847804;Krasnoarmiis'k;Donetsk Oblast;Ukraine;APPROXIMATE
303;15/04/2015;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Teatralnaya metro station;"Call reporting IED - First Responders action - no explosive ""Teatralnaya"" metro station";Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
304;15/04/2015;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Vokzalnaya train Station;"Call reporting IED - First Responders action - no explosive ""Vokzalnaya"" train Station";Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
