ID;DATE;TYPE;KIA;WIA;CITY;REGION;COUNTRY;DETAILS;GROUP;REMARKS;TEXT;FORMATTED_ADDRESS;LOCATION_LAT;LOCATION_LNG;LOCATION_CITY;LOCATION_REGION;LOCATION_COUNTRY;LOCATION_TYPE
341;23/03/2015;UNKNOWN;0;0;Demarino;DNIPROPETROVSK;UKRAINE;Railroad infrastructure was damaged by the explosion of a device;;Railway between  Demarino and Prosyana;Railroad infrastructure was damaged by the explosion of a device Railway between  Demarino and Prosyana;Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine;48,464717;35,046183;Dnepropetrovsk;Dnipropetrovsk Oblast;Ukraine;APPROXIMATE
342;22/03/2015;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;IED was detonated against  a residential house ;;In Geranevaya Street;IED was detonated against  a residential house  In Geranevaya Street;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
343;22/03/2015;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;IED attack against Padaigma 12 office, that supports injured soldiers;;This attack could be connected with another one happened on Jan 5th;IED attack against Padaigma 12 office, that supports injured soldiers This attack could be connected with another one happened on Jan 5th;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
344;20/03/2015;UNKNOWN;0;0;Kharkiv;KHARKIV;UKRAINE;A device was blown up against railroad;;;A device was blown up against railroad ;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
345;20/03/2015;UNKNOWN;2;0;Horlivka;DONETSK;UKRAINE;Electricians were killed by the detonation of a device while repairing;;"Although reported as ""a mine"" it looks like an IED (see previous event)";"Electricians were killed by the detonation of a device while repairing Although reported as ""a mine"" it looks like an IED (see previous event)";Horlivka, Donetsk Oblast, Ukraine, 84600;48,3071;38,029633;Horlivka;Donetsk Oblast;Ukraine;APPROXIMATE
346;20/03/2015;UNKNOWN;2;0;Kramatorsk;DONETSK;UKRAINE;Electricians were killed by the detonation of a device while repairing;;"Although reported as ""a mine"" it looks like an IED (see next event)";"Electricians were killed by the detonation of a device while repairing Although reported as ""a mine"" it looks like an IED (see next event)";Kramatorsk, Donetsk Oblast, Ukraine;48,738967;37,58435;Kramatorsk;Donetsk Oblast;Ukraine;APPROXIMATE
347;19/03/2015;UNKNOWN;0;0;Stanytsia Luhanska;LUHANSK ;UKRAINE;A road bridge was blown up;;Road connecting the city with Luhansk. Partially destroyed on Jan 21st ;A road bridge was blown up Road connecting the city with Luhansk. Partially destroyed on Jan 21st ;Stanytsia Luhanska, Luhans'ka oblast, Ukraine, 93600;48,6798458;39,4672507;Stanytsia Luhanska;Luhans'ka oblast;Ukraine;APPROXIMATE
348;18/03/2015;CACHE/FOUND;0;0;Izium;KHARKIV;UKRAINE;4 IEDs  using mobile phones as switches were discovered;;The target were different points of the railroad;4 IEDs  using mobile phones as switches were discovered The target were different points of the railroad;Izyum, Kharkiv Oblast, Ukraine;49,2121445;37,2665006;Izyum;Kharkiv Oblast;Ukraine;APPROXIMATE
349;18/03/2015;UNKNOWN;0;0;Zholobok;LUHANSK ;UKRAINE;A train carrying coal was derailed due to the detonation of a device;;æClose to Check Point #29, UKR forces look behind the explosion;A train carrying coal was derailed due to the detonation of a device æClose to Check Point #29, UKR forces look behind the explosion;Zholobok, Luhans'ka oblast, Ukraine;48,7127957;38,698622;Zholobok;Luhans'ka oblast;Ukraine;APPROXIMATE
350;17/03/2015;UNKNOWN;0;0;Orikhove;LUHANSK ;UKRAINE;A railway bridge was blown up;;;A railway bridge was blown up ;Orikhove, Luhans'ka oblast, Ukraine, 94683;48,0378333;39,1698941;Orikhove;Luhans'ka oblast;Ukraine;APPROXIMATE
351;17/03/2015;UNKNOWN;0;0;Donetsk;DONETSK;UKRAINE;IED was blown up against railway;;;IED was blown up against railway ;Donetsk, Donetsk Oblast, Ukraine;48,015883;37,80285;Donetsk;Donetsk Oblast;Ukraine;APPROXIMATE
352;16/03/2015;CACHE/FOUND;0;0;Odessa;ODESSA;UKRAINE;3.5 Kg of TNT were found during the search of a house;;;3.5 Kg of TNT were found during the search of a house ;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
353;16/03/2015;HOAX/FALSE;0;0;Lviv;LVIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Lviv airport;Call reporting IED - First Responders action - no explosive Lviv airport;Lviv, Lviv Oblast, Ukraine;49,839683;24,029717;Lviv;Lviv Oblast;Ukraine;APPROXIMATE
354;15/03/2015;CACHE/FOUND;0;0;Chasiv Yar;DONETSK;UKRAINE;Explosive and detonators were found in a cache;;6 Kg of  TNT and some detonators;Explosive and detonators were found in a cache 6 Kg of  TNT and some detonators;Chasiv Yar, Donetsk Oblast, Ukraine;48,5884808;37,8354218;Chasiv Yar;Donetsk Oblast;Ukraine;APPROXIMATE
355;13/03/2015;CACHE/FOUND;0;0;Kostiantynivka;DONETSK;UKRAINE;During a control in a check point, explosive was found;;;During a control in a check point, explosive was found ;Kostyantynivka, Donetsk Oblast, Ukraine;48,5239429;37,7075811;Kostyantynivka;Donetsk Oblast;Ukraine;APPROXIMATE
356;13/03/2015;CACHE/FOUND;0;0;Odessa;ODESSA;UKRAINE;IED (3Kg TNT equivalent) found during detention of 2 suspects;;Accused of the attack to Admiralteisky business centre on March 12th;IED (3Kg TNT equivalent) found during detention of 2 suspects Accused of the attack to Admiralteisky business centre on March 12th;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
357;13/03/2015;CACHE/FOUND;0;0;Artemivskiy;DONETSK;UKRAINE;Police discovered explosives ready to be used against a dam;;4,8 Kg TNT & detonators;Police discovered explosives ready to be used against a dam 4,8 Kg TNT & detonators;Bakhmut, Donetsk Oblast, Ukraine;48,5986674;37,9980367;Bakhmut;Donetsk Oblast;Ukraine;APPROXIMATE
358;12/03/2015;CACHE/FOUND;0;0;Mariupol;DONETSK;UKRAINE;Plastic explosive was found during the search of a taxi;;;Plastic explosive was found during the search of a taxi ;Mariupol', Donetsk Oblast, Ukraine;47,097133;37,543367;Mariupol';Donetsk Oblast;Ukraine;APPROXIMATE
359;12/03/2015;CACHE/FOUND;0;0;Lysychansk;LUHANSK ;UKRAINE;An IED was found and disposed by emergency services (SSU);;IED using a fire extinguisher as container, mil explosive & safety switch;An IED was found and disposed by emergency services (SSU) IED using a fire extinguisher as container, mil explosive & safety switch;Lysychans'k, Luhans'ka oblast, Ukraine, 93100;48,9066145;38,4433605;Lysychans'k;Luhans'ka oblast;Ukraine;APPROXIMATE
360;12/03/2015;CACHE/FOUND;0;0;TBD;ZAPORIZHYE;UKRAINE;Explosives seized during taxi search in a check-point;;A women was wearing a 5 litre bottle with plastic explosive + RC device;Explosives seized during taxi search in a check-point A women was wearing a 5 litre bottle with plastic explosive + RC device;NULL;NULL;NULL;NULL;NULL;NULL;NULL
361;12/03/2015;VBIED;4;1;Krasny Partizan;DONETSK;UKRAINE;A car bomb was blown up;;;A car bomb was blown up ;Donetsk, Donetsk Oblast, Ukraine;48,015883;37,80285;Donetsk;Donetsk Oblast;Ukraine;APPROXIMATE
362;12/03/2015;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;IED detonated against an office of Samopomich party;;It happened in Admiralteisky bussines center;IED detonated against an office of Samopomich party It happened in Admiralteisky bussines center;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
363;10/03/2015;UNKNOWN;0;0;Gorsk;LUHANSK ;UKRAINE;A railway bridge used for carrying coal was blown up;;Km. 51 Rodakovo-Krasny L, between Sentanovka & Shipilovo station;A railway bridge used for carrying coal was blown up Km. 51 Rodakovo-Krasny L, between Sentanovka & Shipilovo station;Luhansk, Luhans'ka oblast, Ukraine;48,574041;39,307815;Luhansk;Luhans'ka oblast;Ukraine;APPROXIMATE
364;10/03/2015;UNKNOWN;0;0;Chugev;KHARKIV;UKRAINE;An IED blew up against railroad;;Lisichansk-Kharkov railway;An IED blew up against railroad Lisichansk-Kharkov railway;Chuhuiv, Kharkiv Oblast, Ukraine;49,8363158;36,6813122;Chuhuiv;Kharkiv Oblast;Ukraine;APPROXIMATE
365;10/03/2015;CACHE/FOUND;0;0;Mariupol;DONETSK;UKRAINE;A suitcase containing an IED was found by a civilian;;;A suitcase containing an IED was found by a civilian ;Mariupol', Donetsk Oblast, Ukraine;47,097133;37,543367;Mariupol';Donetsk Oblast;Ukraine;APPROXIMATE
366;09/03/2015;UNKNOWN;0;0;Orikhove;LUHANSK ;UKRAINE;A railway bridge was blown up;;;A railway bridge was blown up ;Orikhove, Luhans'ka oblast, Ukraine, 94683;48,0378333;39,1698941;Orikhove;Luhans'ka oblast;Ukraine;APPROXIMATE
367;07/03/2015;CACHE/FOUND;0;0;TBD;ZAPORIZHYE;UKRAINE;Explosives seized during car search in a check-point;;2 Kg plastic expl + 1,2 Kq TNT. Road between Zaporizhia & Mariupol;Explosives seized during car search in a check-point 2 Kg plastic expl + 1,2 Kq TNT. Road between Zaporizhia & Mariupol;NULL;NULL;NULL;NULL;NULL;NULL;NULL
368;07/03/2015;UNKNOWN;0;1;Alchevsk;LUHANSK ;UKRAINE;Several roadside IEDs against a Brigade Commanders convoy;;Chief of Prizrak Brigade. Attack claimed by Tini Partisan Detachment;Several roadside IEDs against a Brigade Commanders convoy Chief of Prizrak Brigade. Attack claimed by Tini Partisan Detachment;Alchevs'k, Luhans'ka oblast, Ukraine;48,4713393;38,8134407;Alchevs'k;Luhans'ka oblast;Ukraine;APPROXIMATE
369;07/03/2015;UNKNOWN;0;2;Kharkiv;KHARKIV;UKRAINE;A minibus blew up;;Poznanskaya Street;A minibus blew up Poznanskaya Street;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
370;07/03/2015;UNKNOWN;0;0;Kharkiv;KHARKIV;UKRAINE;A car was blown up near a government building;;Kharkiv State Administration for Culture in Gvardeytsev Shironintsev Street;A car was blown up near a government building Kharkiv State Administration for Culture in Gvardeytsev Shironintsev Street;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
371;06/03/2015;CACHE/FOUND;0;0;Odessa;ODESSA;UKRAINE;A courier was detained when transporting an IED in a car;;3 Kg of plastic explosive. Planned target was located in Kherson.;A courier was detained when transporting an IED in a car 3 Kg of plastic explosive. Planned target was located in Kherson.;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
372;06/03/2015;CACHE/FOUND;0;0;Odessa;ODESSA;UKRAINE;A package containing an IED was found & disposed by Police EOD;;About 1 Kg TNT in front of a shopping center;A package containing an IED was found & disposed by Police EOD About 1 Kg TNT in front of a shopping center;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
373;06/03/2015;UNKNOWN;0;2;Kharkiv;KHARKIV;UKRAINE;A device against the car of a Volunteer Battalion Commander;;Against Andrey Yangolenko. Another magnetically-attached IED failed;A device against the car of a Volunteer Battalion Commander Against Andrey Yangolenko. Another magnetically-attached IED failed;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
374;05/03/2015;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;A device was blown up near a Right Sector office;;Koblevskaya Street;A device was blown up near a Right Sector office Koblevskaya Street;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
375;02/03/2015;CACHE/FOUND;0;0;Kharkiv;KHARKIV;UKRAINE;Two volunteer Battalion servicemen detained carrying explosives;;Driving a car:16,8 Kg pf TNT + 36 detonators along with weaponry;Two volunteer Battalion servicemen detained carrying explosives Driving a car:16,8 Kg pf TNT + 36 detonators along with weaponry;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
376;23/02/2015;CACHE/FOUND;0;0;Mariupol;DONETSK;UKRAINE;A bag with explosive devices was found in the car of 2 suspects;;One was killed, other escaped. 3 Policemen injured. (Cutting charges);A bag with explosive devices was found in the car of 2 suspects One was killed, other escaped. 3 Policemen injured. (Cutting charges);Mariupol', Donetsk Oblast, Ukraine;47,097133;37,543367;Mariupol';Donetsk Oblast;Ukraine;APPROXIMATE
377;23/02/2015;UNKNOWN;1;0;Krivoy Rog;DNIPROPETROVSK;UKRAINE;An IED detonated in the 4th floor of a building;;;An IED detonated in the 4th floor of a building ;Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine;47,910483;33,391783;Kryvyi Rih;Dnipropetrovsk Oblast;Ukraine;APPROXIMATE
378;22/02/2015;CACHE/FOUND;0;0;Odessa;ODESSA;UKRAINE;An IED (200 gr TNT equivalent in plastic bag) was found and disposed;;In front of a cafeteria in Zhukovskoho Street;An IED (200 gr TNT equivalent in plastic bag) was found and disposed In front of a cafeteria in Zhukovskoho Street;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
379;22/02/2015;RCIED;3;11;Kharkiv;KHARKIV;UKRAINE;An IED was blown up against a pro-Maidan march near Sports Palace;;Marshal Zhukova Street (about 200 gr TNT plus steel bearings);An IED was blown up against a pro-Maidan march near Sports Palace Marshal Zhukova Street (about 200 gr TNT plus steel bearings);Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
380;17/02/2015;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;Two IEDs were detonated against an office of an Euromaidan leader;;Yevgeny Rezvushkins office in Bolshaya Arnautskaya Street;Two IEDs were detonated against an office of an Euromaidan leader Yevgeny Rezvushkins office in Bolshaya Arnautskaya Street;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
381;15/02/2015;UNKNOWN;0;0;Zelenyi Kolodez;KHARKIV;UKRAINE;An IED was detonated against a power substation;;The station provided power to railways;An IED was detonated against a power substation The station provided power to railways;v. Zelenyi Kolodiaz, Zelenyi Kolodyaz', Kharkiv Oblast, Ukraine;49,845287;36,461887;v. Zelenyi Kolodiaz;Chuhuivs'kyi district;Ukraine;APPROXIMATE
382;14/02/2015;UNKNOWN;0;0;Donetsk;DONETSK;UKRAINE;A device was blown up 100 m away from DPR leader residence;;Against Aleksandr Zaharchenko before a press conference;A device was blown up 100 m away from DPR leader residence Against Aleksandr Zaharchenko before a press conference;Donetsk, Donetsk Oblast, Ukraine;48,015883;37,80285;Donetsk;Donetsk Oblast;Ukraine;APPROXIMATE
383;13/02/2015;CACHE/FOUND;0;0;Stanytsya Luhanska;LUHANSK ;UKRAINE;An IED was seized during the detention of a  suspect of an IED attack ;;It was a honey can filled with explosive. The previous attack was on Jan 16th;An IED was seized during the detention of a  suspect of an IED attack  It was a honey can filled with explosive. The previous attack was on Jan 16th;Stanytsia Luhanska, Luhans'ka oblast, Ukraine, 93600;48,6798458;39,4672507;Stanytsia Luhanska;Luhans'ka oblast;Ukraine;APPROXIMATE
384;13/02/2015;CACHE/FOUND;0;0;Severodonetsk;LUHANSK;UKRAINE;During search operation, some IEDs and homemade explosive found;;15 IEDs, and a 50 l barrel filled with homemade explosive;During search operation, some IEDs and homemade explosive found 15 IEDs, and a 50 l barrel filled with homemade explosive;Severodonetsk, Luhans'ka oblast, Ukraine;48,9481767;38,4878773;Severodonetsk;Luhans'ka oblast;Ukraine;APPROXIMATE
385;10/02/2015;HOAX/FALSE;0;0;Odessa;ODESSA;UKRAINE;Call reporting IED - First Responders action - no explosive;;Railway station in Ruslan Bashirli Street;Call reporting IED - First Responders action - no explosive Railway station in Ruslan Bashirli Street;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
386;10/02/2015;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;An IED was laid and detonated at the door of a hostel;;More Hostel Odessa, sited at 3rd floor of the building in Koroblevska Street;"An IED was laid and detonated at the door of a hostel ""More Hostel Odessa"", sited at 3rd floor of the building in Koroblevska Street";Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
387;10/02/2015;UNKNOWN;1;0;Debaltseve;DONETSK;UKRAINE;A Battalion Commander died as a result of a roadside IED attack;;Lviv regional police commander Dmytro Zaharia;A Battalion Commander died as a result of a roadside IED attack Lviv regional police commander Dmytro Zaharia;Debal'tseve, Donetsk Oblast, Ukraine, 84700;48,3340595;38,4062034;Debal'tseve;Donetsk Oblast;Ukraine;APPROXIMATE
388;08/02/2015;UNKNOWN;0;0;Kharkiv;KHARKIV;UKRAINE;A device was detonated against the office of a notary company;;Minor damages. Otakar Yarosh Street;A device was detonated against the office of a notary company Minor damages. Otakar Yarosh Street;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
389;07/02/2015;CACHE/FOUND;0;0;Kharkiv;KHARKIV;UKRAINE;A man was detained when transporting an IED;;;A man was detained when transporting an IED ;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
390;08/02/2015;CACHE/FOUND;0;0;Zaporizhia;ZAPORIZHYE;UKRAINE;A man was detained when laying an IED against rairoad tracks;;400 gr TNT were seized during the search of his house;A man was detained when laying an IED against rairoad tracks 400 gr TNT were seized during the search of his house;Zaporizhia, Zaporiz'ka oblast, Ukraine;47,8388;35,139567;Zaporizhia;Zaporiz'ka oblast;Ukraine;APPROXIMATE
391;06/02/2015;CACHE/FOUND;0;0;Kiev;KIEV;UKRAINE;A man was detained while trying to sell explosives;;2 Kg of TNT;A man was detained while trying to sell explosives 2 Kg of TNT;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
392;06/02/2015;CACHE/FOUND;0;0;Mikolayiv;MIKOLAYIV;UKRAINE;Plastic explosive was found during search in a suspects house;;30 gr of hexogen-based explosive. Detained related to 31Dec14 event;Plastic explosive was found during search in a suspects house 30 gr of hexogen-based explosive. Detained related to 31Dec14 event;Mykolaiv, Mykolaivs'ka oblast, Ukraine;46,975033;31,994583;Mykolaiv;Mykolaivs'ka oblast;Ukraine;APPROXIMATE
393;06/02/2015;CACHE/FOUND;0;0;Peresyp;ODESSA;UKRAINE;An explosive device was discovered near the rail tracks;;7 blocks of TNT (2.8 Kg), detonator, and RC switch were found;An explosive device was discovered near the rail tracks 7 blocks of TNT (2.8 Kg), detonator, and RC switch were found;Peresyps'kyi descent, Odesa, Odessa Oblast, Ukraine;46,5019257;30,6867125;Peresyps'kyi descent;Odesa;Ukraine;GEOMETRIC_CENTER
394;06/02/2015;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;An IED detonated under a gas pipe near a Priviatbank office;;Marshala Zhukova Street. Severe damages in the building.;An IED detonated under a gas pipe near a Priviatbank office Marshala Zhukova Street. Severe damages in the building.;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
395;06/02/2015;CACHE/FOUND;0;0;Odessa;ODESSA;UKRAINE;An IED was discovered and disposed near a Priviatbank office;;Dnepropetrovska Doroga Street. Metal can, battery & circuit board;An IED was discovered and disposed near a Priviatbank office Dnepropetrovska Doroga Street. Metal can, battery & circuit board;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
396;05/02/2015;CACHE/FOUND;0;0;Bykivnia;KIEV;UKRAINE;Some IEDs and weapons were seized;;;Some IEDs and weapons were seized ;Kiev, Ukraine, 02000;50,4501;30,5234;Kiev;Kyiv city;Ukraine;APPROXIMATE
397;05/02/2015;PROJECTED;1;0;Ivano-Frankovsk;IVANO-FRANKIVSK;UKRAINE;A homemade grenade was thrown against a man;;;A homemade grenade was thrown against a man ;Ivano-Frankivsk, Ivano-Frankivs'ka oblast, Ukraine;48,922633;24,711117;Ivano-Frankivsk;Ivano-Frankivs'ka oblast;Ukraine;APPROXIMATE
398;04/02/2015;UNKNOWN;0;2;Dnipropetrovsk;DNIPROPETROVSK;UKRAINE;An IED laid by 2 man near a vehicle detonated in a car park;;The device was hidden inside an old car tyre;An IED laid by 2 man near a vehicle detonated in a car park The device was hidden inside an old car tyre;Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine;48,464717;35,046183;Dnepropetrovsk;Dnipropetrovsk Oblast;Ukraine;APPROXIMATE
399;03/02/2015;HOAX/FALSE;0;0;Krivoy Rog;DNIPROPETROVSK;UKRAINE;Suspected IED - First Responders action - no explosive;;3 schools near Karachuny railway station. Suspect was detained;Suspected IED - First Responders action - no explosive 3 schools near Karachuny railway station. Suspect was detained;Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine;47,910483;33,391783;Kryvyi Rih;Dnipropetrovsk Oblast;Ukraine;APPROXIMATE
400;30/01/2015;CACHE/FOUND;0;0;Kiev;KIEV;UKRAINE;An IED was discovered in the archive room of an official building;;Mayors office inside Kiev State City Administration;An IED was discovered in the archive room of an official building Mayors office inside Kiev State City Administration;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
401;25/01/2015;UNKNOWN;0;0;Kharkiv;KHARKIV;UKRAINE;A device was blown up;;Near Kharkiv-Balashovsky railway station;A device was blown up Near Kharkiv-Balashovsky railway station;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
402;23/01/2015;CACHE/FOUND;0;0;Smila;CHERKASY;UKRAINE;An IED was found along with 600 gr of TNT under a walking bridge;;;An IED was found along with 600 gr of TNT under a walking bridge ;Smila, Cherkas'ka oblast, Ukraine;49,227717;31,852233;Smila;Cherkas'ka oblast;Ukraine;APPROXIMATE
403;20/01/2015;UNKNOWN;0;0;Kuznetsovka;ZAPORIZHYE;UKRAINE;A railway bridge was blown up;;A train transporting military equipment was derailed ;A railway bridge was blown up A train transporting military equipment was derailed ;Kuznetsova St, Zaporizhzhia, Zaporiz'ka oblast, Ukraine;47,829254;35,233943;Kuznetsova Street;Zaporizhzhia;Ukraine;GEOMETRIC_CENTER
404;19/01/2015;UNKNOWN;0;0;Donetsk;DONETSK;UKRAINE;A road bridge was blown up;;Putilovsky bridge, in the way to Volnovakha;A road bridge was blown up Putilovsky bridge, in the way to Volnovakha;Donetsk, Donetsk Oblast, Ukraine;48,015883;37,80285;Donetsk;Donetsk Oblast;Ukraine;APPROXIMATE
405;19/01/2015;UNKNOWN;0;14;Kharkiv;KHARKIV;UKRAINE;A device was detonated against the district court;;After a trial on a case against a Svodoba party member;A device was detonated against the district court After a trial on a case against a Svodoba party member;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
406;18/01/2015;PROJECTED;0;5;Kiev;KIEV;UKRAINE;Homemade grenade was thrown by a man against police patrol;;Prazhskaya Street. Man called Police station asking for help;Homemade grenade was thrown by a man against police patrol Prazhskaya Street. Man called Police station asking for help;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
407;17/01/2015;UNKNOWN;0;0;Kiev;KIEV;UKRAINE;A device was detonated in Arkhitektora Nikolayeva Street;;The nearest building first floor and about 10 cars were affected by;A device was detonated in Arkhitektora Nikolayeva Street The nearest building first floor and about 10 cars were affected by;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
408;17/01/2015;CACHE/FOUND;0;0;Artemivskiy;DONETSK;UKRAINE;Some explosives were seized in a check point;;2 Kg TNT and some fuses;Some explosives were seized in a check point 2 Kg TNT and some fuses;Bakhmut, Donetsk Oblast, Ukraine;48,5986674;37,9980367;Bakhmut;Donetsk Oblast;Ukraine;APPROXIMATE
409;17/01/2015;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;A device was detonated against a volunteer centre and a bank office;;Troitskaya Street with Nechypurenka Street;A device was detonated against a volunteer centre and a bank office Troitskaya Street with Nechypurenka Street;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
410;16/01/2015;RCIED;1;3;Stanytsya Luhanska;LUHANSK ;UKRAINE;A device was detonated against a check-point;;IED was allocated inside a jar of honey given as a present;A device was detonated against a check-point IED was allocated inside a jar of honey given as a present;Stanytsia Luhanska, Luhans'ka oblast, Ukraine, 93600;48,6798458;39,4672507;Stanytsia Luhanska;Luhans'ka oblast;Ukraine;APPROXIMATE
411;16/01/2015;UNKNOWN;0;0;Kiev;KIEV;UKRAINE;Detonation of a device;;Arkhitektora Nikolayeva Street.;Detonation of a device Arkhitektora Nikolayeva Street.;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
412;16/01/2015;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;Detonation of a device close to a Diamantbank office;;Troitskaya Street;Detonation of a device close to a Diamantbank office Troitskaya Street;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
413;16/01/2015;UNKNOWN;0;0;Rozkishne;LUHANSK ;UKRAINE;A road bridge over railway was damaged by a controlled detonation;;;A road bridge over railway was damaged by a controlled detonation ;Rozkishne, Luhans'ka oblast, Ukraine, 92013;48,4902808;39,2712224;Rozkishne;Luhans'ka oblast;Ukraine;APPROXIMATE
414;13/01/2015;RCIED;0;2;Stanytsya Luhanska;LUHANSK ;UKRAINE;A device was detonated at the pass of a military vehicle;;;A device was detonated at the pass of a military vehicle ;Stanytsia Luhanska, Luhans'ka oblast, Ukraine, 93600;48,6798458;39,4672507;Stanytsia Luhanska;Luhans'ka oblast;Ukraine;APPROXIMATE
415;12/01/2015;CACHE/FOUND;0;0;Artemivskiy;DONETSK;UKRAINE;SBU seized some weaponry along with an IED and several detonators;;;SBU seized some weaponry along with an IED and several detonators ;Bakhmut, Donetsk Oblast, Ukraine;48,5986674;37,9980367;Bakhmut;Donetsk Oblast;Ukraine;APPROXIMATE
416;11/01/2015;TIME DELAY;0;0;Nikopol;DNIPROPETROVSK;UKRAINE;One device explode & two more were disposed in New Post office;;Two-litre bottle with unknown substance, wires and a timer;One device explode & two more were disposed in New Post office Two-litre bottle with unknown substance, wires and a timer;Nikopol', Dnipropetrovsk Oblast, Ukraine;47,56746;34,394815;Nikopol';Dnipropetrovsk Oblast;Ukraine;APPROXIMATE
417;05/01/2015;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;A device was detonated against a volunteer centre;;Gimnazicheskaya Street with Bolshaya Arnautskaya Street;A device was detonated against a volunteer centre Gimnazicheskaya Street with Bolshaya Arnautskaya Street;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
