ID,DATE,TYPE,KIA,WIA,CITY,REGION,COUNTRY,DETAILS,GROUP,REMARKS,TEXT
268,00:00.0,HOAX/FALSE,0,0,Nikolayevshchina,MIKOLAYIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against Shirokolanovsky gas-supplying station,Call reporting IED - First Responders action - no explosive Against Shirokolanovsky gas-supplying station
269,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Vokzalnaya metro station,"Call reporting IED - First Responders action - no explosive ""Vokzalnaya"" metro station"
270,00:00.0,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,3 guys were detained and some explosives and fuzes were seized,,Suspects of 7 IED attacks,3 guys were detained and some explosives and fuzes were seized Suspects of 7 IED attacks
271,00:00.0,CACHE/FOUND,0,0,Kostiv,KHARKIV,UKRAINE,Explosives were found inside a cache,,"18 Kg of plastic explosive, fuzes, rockets, grenades and  weapons found","Explosives were found inside a cache 18 Kg of plastic explosive, fuzes, rockets, grenades and  weapons found"
272,00:00.0,UNKNOWN,0,0,Bictoba,IVANO-FRANKIVSK,UKRAINE,IED was blown up against the roof of a restaurant,,,IED was blown up against the roof of a restaurant 
273,00:00.0,UNKNOWN,0,0,Olenivka,DONETSK,UKRAINE,IED attack against railway,,"Km 1168, 170 m of railroad were damaged","IED attack against railway Km 1168, 170 m of railroad were damaged"
274,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against several bridges in Kharkiv and Poltova. Suspect was detained,Call reporting IED - First Responders action - no explosive Against several bridges in Kharkiv and Poltova. Suspect was detained
275,00:00.0,CACHE/FOUND,0,0,Kiev,KIEV,UKRAINE,Explosives seized during a search operation,,3 Kg of plastic explosive and TNT were seized along with another weapons,Explosives seized during a search operation 3 Kg of plastic explosive and TNT were seized along with another weapons
276,00:00.0,UNKNOWN,0,0,Ilichevsk,ODESSA,UKRAINE,IED attack against railroad,,"During the movement from ""Kseniyevo"" station to ""Akardzha"" station","IED attack against railroad During the movement from ""Kseniyevo"" station to ""Akardzha"" station"
277,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Against ""Levada"" train station","Call reporting IED - First Responders action - no explosive Against ""Levada"" train station"
278,00:00.0,HOAX/FALSE,0,0,Lviv,LVIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Against ÂKing Cross Leopolis"" shopping  center","Call reporting IED - First Responders action - no explosive Against ÂKing Cross Leopolis"" shopping  center"
279,00:00.0,CACHE/FOUND,0,0,Sokolivka,KIEV,UKRAINE,A car was searched and some explosive s were seized,,Two improvised hand grenades along with another weapons and ammo,A car was searched and some explosive s were seized Two improvised hand grenades along with another weapons and ammo
280,00:00.0,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against a school,Call reporting IED - First Responders action - no explosive Against a school
281,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Pochtovaya Ploshchad and ""Kontraktovaya Ploshchad"" stations","Call reporting IED - First Responders action - no explosive ""Pochtovaya Ploshchad"" and ""Kontraktovaya Ploshchad"" stations"
282,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Culture Centre of Kharkiv electromechanical plan,Call reporting IED - First Responders action - no explosive Culture Centre of Kharkiv electromechanical plan
283,00:00.0,UNKNOWN,0,2,Popasna,LUHANSK,UKRAINE,IED against 2 shunting locomotives,,"During a movement from ""Sentyanivka"" station to""Shipylove"" station","IED against 2 shunting locomotives During a movement from ""Sentyanivka"" station to""Shipylove"" station"
284,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Against ""Plant"" Club","Call reporting IED - First Responders action - no explosive Against ""Plant"" Club"
285,00:00.0,CACHE/FOUND,0,0,Kiev,KIEV,UKRAINE,A women was detained when transporting explosives,,4 TNT blocks and some detonators,A women was detained when transporting explosives 4 TNT blocks and some detonators
286,00:00.0,UNKNOWN,0,0,Prev,IVANO-FRANKIVSK,UKRAINE,IED detonation against a food store,,,IED detonation against a food store 
287,00:00.0,UNKNOWN,0,1,Kramatorsk,DONETSK,UKRAINE,A flat was blown up,,Arkhangelkaya Street,A flat was blown up Arkhangelkaya Street
288,00:00.0,UNKNOWN,0,0,Yelenovka,DONETSK,UKRAINE,IED detonation against locomotive freight trains in railway,,Volnovakha station,IED detonation against locomotive freight trains in railway Volnovakha station
289,00:00.0,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,Explosives were seized during a detention & search of a house,,Suspets of the attacks against Admiralskaya Center in DEC 14 and MAR 15,Explosives were seized during a detention & search of a house Suspets of the attacks against Admiralskaya Center in DEC 14 and MAR 15
290,00:00.0,UNKNOWN,0,0,Melovoye,LUHANSK,UKRAINE,A car was blown up,,The owner was an officer of the Ukrainian Security Service,A car was blown up The owner was an officer of the Ukrainian Security Service
291,00:00.0,HOAX/FALSE,0,0,Zaporizhia,ZAPORIZHYE,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against a shopping center,Call reporting IED - First Responders action - no explosive Against a shopping center
292,00:00.0,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against Cultural Center of Power Engineers,Call reporting IED - First Responders action - no explosive Against Cultural Center of Power Engineers
293,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Prosvity office in Rymarskaya Street & parking in Danilevskoge Street,Call reporting IED - First Responders action - no explosive Prosvity office in Rymarskaya Street & parking in Danilevskoge Street
294,00:00.0,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,Explosives seized after a detention,,3 suspects of attacks against railways were arrested ,Explosives seized after a detention 3 suspects of attacks against railways were arrested 
295,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Darnitsa metro station,"Call reporting IED - First Responders action - no explosive ""Darnitsa"" metro station"
296,00:00.0,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,A car was blown up due to an IED,,,A car was blown up due to an IED 
297,00:00.0,CACHE/FOUND,0,0,Lysychansk,LUHANSK,UKRAINE,Explosives found under bridge to Severodonetsk,,"49,6 Kg of TNT, 24 Kg of ammonite, electric detonators","Explosives found under bridge to Severodonetsk 49,6 Kg of TNT, 24 Kg of ammonite, electric detonators"
298,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Metro stations ""Arsenalyana"" & ""Nezalezhnosty""","Call reporting IED - First Responders action - no explosive Metro stations ""Arsenalyana"" & ""Nezalezhnosty"""
299,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Metro station ""Khreschatik""","Call reporting IED - First Responders action - no explosive Metro station ""Khreschatik"""
300,00:00.0,CACHE/FOUND,0,0,Dnipropetrovsk,DNIPROPETROVSK,UKRAINE,Suspects detained while preparing IED attacks against railway,,Some explosives were seized,Suspects detained while preparing IED attacks against railway Some explosives were seized
301,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Metro station ""Ploshcha LVA Tolstogo""","Call reporting IED - First Responders action - no explosive Metro station ""Ploshcha LVA Tolstogo"""
302,00:00.0,HOAX/FALSE,0,0,Krasnoarmiysk,DONETSK,UKRAINE,"Suspicious IED found, after investigation there was no explosive",,In Boulevard Sidorov. F-1 inert training hand grenade used as main charge.,"Suspicious IED found, after investigation there was no explosive In Boulevard Sidorov. F-1 inert training hand grenade used as main charge."
303,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Teatralnaya metro station,"Call reporting IED - First Responders action - no explosive ""Teatralnaya"" metro station"
304,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Vokzalnaya train Station,"Call reporting IED - First Responders action - no explosive ""Vokzalnaya"" train Station"
305,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Metro station ""Akademika Barabashova""","Call reporting IED - First Responders action - no explosive Metro station ""Akademika Barabashova"""
306,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Peresado?nyh metro station,Call reporting IED - First Responders action - no explosive Peresado?nyh metro station
307,00:00.0,CACHE/FOUND,0,0,Lisichansk,LUHANSK ,UKRAINE,Explosives and weapons were found,,Close to a thermal power station,Explosives and weapons were found Close to a thermal power station
308,00:00.0,UNKNOWN,0,0,Sumy,SUMY,UKRAINE,One car was blown up causing fire damages over 2 cars more,,In Zalivnaya Street. One of the cars was owned by editor of TopGorod.com ,One car was blown up causing fire damages over 2 cars more In Zalivnaya Street. One of the cars was owned by editor of TopGorod.com 
309,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,One  shopping centres in Obolonsky district & metro station ñArsenalnayaî ,Call reporting IED - First Responders action - no explosive One  shopping centres in Obolonsky district & metro station ñArsenalnayaî 
310,00:00.0,HOAX/FALSE,0,0,Dnipropetrovsk,DNIPROPETROVSK,UKRAINE,Call reporting IED - First Responders action - no explosive,,Vesty radio station editorial office,Call reporting IED - First Responders action - no explosive Vesty radio station editorial office
311,00:00.0,UNKNOWN,0,0,Olenivka,DONETSK,UKRAINE,IED was blown up against railway,,Railroad between Yuzhno Donbasskaya and Yelenovka,IED was blown up against railway Railroad between Yuzhno Donbasskaya and Yelenovka
312,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Offices of gas companies (JSC Ukrtransgaz & Naftogaz),Call reporting IED - First Responders action - no explosive Offices of gas companies (JSC Ukrtransgaz & Naftogaz)
313,00:00.0,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,Explosives seized after the detention of 40 suspects,,,Explosives seized after the detention of 40 suspects 
314,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Underground station in Lev Tolstoy square,Call reporting IED - First Responders action - no explosive Underground station in Lev Tolstoy square
315,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Suspicious package inside a vehicle - no explosive found,,VW Passat parked in Rymarska Street,Suspicious package inside a vehicle - no explosive found VW Passat parked in Rymarska Street
316,00:00.0,UNKNOWN,0,0,Kiev,KIEV,UKRAINE,A car was blown up,,"Kurchatova Street, another car was burn due as a result of  the explosion","A car was blown up Kurchatova Street, another car was burn due as a result of  the explosion"
317,00:00.0,CACHE/FOUND,0,0,Rubizhne,LUHANSK ,UKRAINE,Some explosive were found by SBU during a search,,"TNT blocks, fuzes, hand grenades and rocket launchers","Some explosive were found by SBU during a search TNT blocks, fuzes, hand grenades and rocket launchers"
318,00:00.0,UNKNOWN,0,1,Milove,LUHANSK ,UKRAINE,A car was blown up due to an explosion in its trunk,,Car owned by a guard of the Border Service,A car was blown up due to an explosion in its trunk Car owned by a guard of the Border Service
319,00:00.0,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,"IED components, instructions, precursors & explosives were seized",,After several detentions and searches against a group,"IED components, instructions, precursors & explosives were seized After several detentions and searches against a group"
320,00:00.0,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,IED components and explosives seized during detention & search,,Suspect of IED attacks in Kharkiv,IED components and explosives seized during detention & search Suspect of IED attacks in Kharkiv
321,00:00.0,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,IED attack against a pole with the national flag in Pravdy Avenue,,The pole has been removed due to damages,IED attack against a pole with the national flag in Pravdy Avenue The pole has been removed due to damages
322,00:00.0,UNKNOWN,0,0,Zmiiv,KHARKIV,UKRAINE,A railway was blown up,,Railroad between Zhikhor and Zmiev,A railway was blown up Railroad between Zhikhor and Zmiev
323,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Targeting three underground stations and two schools,Call reporting IED - First Responders action - no explosive Targeting three underground stations and two schools
324,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against station South,Call reporting IED - First Responders action - no explosive Against station South
325,00:00.0,UNKNOWN,0,0,TBD,LUHANSK ,UKRAINE,IED was detonated against railway,,Km 55 of railroad Shchotove - Shterivka,IED was detonated against railway Km 55 of railroad Shchotove - Shterivka
326,00:00.0,CACHE/FOUND,0,0,Mikolayiv,MIKOLAYIV,UKRAINE,A man was detained when carrying explosives and ammo in a bag,,5 plastic explosive packages were found plus hand grenades and fuzes,A man was detained when carrying explosives and ammo in a bag 5 plastic explosive packages were found plus hand grenades and fuzes
327,00:00.0,UNKNOWN,0,0,Borovaya,KHARKIV,UKRAINE,A ïPrivatbankÍ ATM was blown up and robbed,,,A ïPrivatbankÍ ATM was blown up and robbed 
328,00:00.0,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,A car was blown up by a device,,Three vehicles more were affected by the fire caused by the detonation,A car was blown up by a device Three vehicles more were affected by the fire caused by the detonation
329,00:00.0,CACHE/FOUND,0,0,Kiev,KIEV,UKRAINE,Two IEDs were found & disosed in an office of ïSberbank of RussiaÍ ,,Pobeda Avenue & Lesya Ukrainka Broadway,Two IEDs were found & disosed in an office of ïSberbank of RussiaÍ  Pobeda Avenue & Lesya Ukrainka Broadway
330,00:00.0,UNKNOWN,0,0,Kiev,KIEV,UKRAINE,An IED detonated against offices of ïSberbank of RussiaÍ ,,Borshchagovskaya Street,An IED detonated against offices of ïSberbank of RussiaÍ  Borshchagovskaya Street
331,00:00.0,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,3 suspects of IED attacks were detained: IED components found,,"Precursors, HME, 600 gr TNT, timers, detonators, electronics & components","3 suspects of IED attacks were detained: IED components found Precursors, HME, 600 gr TNT, timers, detonators, electronics & components"
332,00:00.0,CACHE/FOUND,0,0,Novomoskovsk,DNIPROPETROVSK,UKRAINE,An IED was found under a road viaduct during a search,,Road between Novomoskovsk and Dnipropetrovsk. About 2.5 kg HME/TNT,An IED was found under a road viaduct during a search Road between Novomoskovsk and Dnipropetrovsk. About 2.5 kg HME/TNT
333,00:00.0,CACHE/FOUND,0,0,Novomoskovsk,DNIPROPETROVSK,UKRAINE,Police found and disposed an IED laid at railway,,400 gr TNT with fuse between Samarovka and Novomoskovsk ,Police found and disposed an IED laid at railway 400 gr TNT with fuse between Samarovka and Novomoskovsk 
334,00:00.0,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,An IED was detonated under a train at Osnova station,,,An IED was detonated under a train at Osnova station 
335,00:00.0,UNKNOWN,0,0,Osnova,KHARKIV,UKRAINE,An IED was detonated against a railway fuel tank,,,An IED was detonated against a railway fuel tank 
336,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,IED attack against a volunteers centre,,Staportofrankivska Street with Olhivska Street,IED attack against a volunteers centre Staportofrankivska Street with Olhivska Street
337,00:00.0,UNKNOWN,0,0,Krasnoarmeysk,DNIPROPETROVSK,UKRAINE,An IED was blown up against a train transporting coal,,Railroad on the border of Pokrovsky and Mezhevsky Region,An IED was blown up against a train transporting coal Railroad on the border of Pokrovsky and Mezhevsky Region
338,00:00.0,UNKNOWN,0,0,Zaporizhia,ZAPORIZHYE,UKRAINE,IED attack near a building of the regional state administration ,,Planners/executors were detained on April 6th 2015,IED attack near a building of the regional state administration  Planners/executors were detained on April 6th 2015
339,00:00.0,UNKNOWN,0,0,Milove,LUHANSK ,UKRAINE,An IED placed under a military truck truck detonated,,An Air Defense mobile radar station was damaged,An IED placed under a military truck truck detonated An Air Defense mobile radar station was damaged
340,00:00.0,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,SBU discovered an IED during a detention & search operation,,Some weapons were discovered along with the device,SBU discovered an IED during a detention & search operation Some weapons were discovered along with the device
341,00:00.0,UNKNOWN,0,0,Demarino,DNIPROPETROVSK,UKRAINE,Railroad infrastructure was damaged by the explosion of a device,,Railway between  Demarino and Prosyana,Railroad infrastructure was damaged by the explosion of a device Railway between  Demarino and Prosyana
342,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,IED was detonated against  a residential house ,,In Geranevaya Street,IED was detonated against  a residential house  In Geranevaya Street
343,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,"IED attack against Padaigma 12 office, that supports injured soldiers",,This attack could be connected with another one happened on Jan 5th,"IED attack against Padaigma 12 office, that supports injured soldiers This attack could be connected with another one happened on Jan 5th"
344,00:00.0,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,A device was blown up against railroad,,,A device was blown up against railroad 
345,00:00.0,UNKNOWN,2,0,Horlivka,DONETSK,UKRAINE,Electricians were killed by the detonation of a device while repairing,,"Although reported as ""a mine"" it looks like an IED (see previous event)","Electricians were killed by the detonation of a device while repairing Although reported as ""a mine"" it looks like an IED (see previous event)"
346,00:00.0,UNKNOWN,2,0,Kramatorsk,DONETSK,UKRAINE,Electricians were killed by the detonation of a device while repairing,,"Although reported as ""a mine"" it looks like an IED (see next event)","Electricians were killed by the detonation of a device while repairing Although reported as ""a mine"" it looks like an IED (see next event)"
347,00:00.0,UNKNOWN,0,0,Stanytsia Luhanska,LUHANSK ,UKRAINE,A road bridge was blown up,,Road connecting the city with Luhansk. Partially destroyed on Jan 21st ,A road bridge was blown up Road connecting the city with Luhansk. Partially destroyed on Jan 21st 
348,00:00.0,CACHE/FOUND,0,0,Izium,KHARKIV,UKRAINE,4 IEDs  using mobile phones as switches were discovered,,The target were different points of the railroad,4 IEDs  using mobile phones as switches were discovered The target were different points of the railroad
349,00:00.0,UNKNOWN,0,0,Zholobok,LUHANSK ,UKRAINE,A train carrying coal was derailed due to the detonation of a device,,"æClose to Check Point #29, UKR forces look behind the explosion","A train carrying coal was derailed due to the detonation of a device æClose to Check Point #29, UKR forces look behind the explosion"
350,00:00.0,UNKNOWN,0,0,Orikhove,LUHANSK ,UKRAINE,A railway bridge was blown up,,,A railway bridge was blown up 
351,00:00.0,UNKNOWN,0,0,Donetsk,DONETSK,UKRAINE,IED was blown up against railway,,,IED was blown up against railway 
352,00:00.0,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,3.5 Kg of TNT were found during the search of a house,,,3.5 Kg of TNT were found during the search of a house 
353,00:00.0,HOAX/FALSE,0,0,Lviv,LVIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Lviv airport,Call reporting IED - First Responders action - no explosive Lviv airport
354,00:00.0,CACHE/FOUND,0,0,Chasiv Yar,DONETSK,UKRAINE,Explosive and detonators were found in a cache,,6 Kg of  TNT and some detonators,Explosive and detonators were found in a cache 6 Kg of  TNT and some detonators
355,00:00.0,CACHE/FOUND,0,0,Kostiantynivka,DONETSK,UKRAINE,"During a control in a check point, explosive was found",,,"During a control in a check point, explosive was found "
356,00:00.0,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,IED (3Kg TNT equivalent) found during detention of 2 suspects,,Accused of the attack to Admiralteisky business centre on March 12th,IED (3Kg TNT equivalent) found during detention of 2 suspects Accused of the attack to Admiralteisky business centre on March 12th
357,00:00.0,CACHE/FOUND,0,0,Artemivskiy,DONETSK,UKRAINE,Police discovered explosives ready to be used against a dam,,"4,8 Kg TNT & detonators","Police discovered explosives ready to be used against a dam 4,8 Kg TNT & detonators"
358,00:00.0,CACHE/FOUND,0,0,Mariupol,DONETSK,UKRAINE,Plastic explosive was found during the search of a taxi,,,Plastic explosive was found during the search of a taxi 
359,00:00.0,CACHE/FOUND,0,0,Lysychansk,LUHANSK ,UKRAINE,An IED was found and disposed by emergency services (SSU),,"IED using a fire extinguisher as container, mil explosive & safety switch","An IED was found and disposed by emergency services (SSU) IED using a fire extinguisher as container, mil explosive & safety switch"
360,00:00.0,CACHE/FOUND,0,0,TBD,ZAPORIZHYE,UKRAINE,Explosives seized during taxi search in a check-point,,A women was wearing a 5 litre bottle with plastic explosive + RC device,Explosives seized during taxi search in a check-point A women was wearing a 5 litre bottle with plastic explosive + RC device
361,00:00.0,VBIED,4,1,Krasny Partizan,DONETSK,UKRAINE,A car bomb was blown up,,,A car bomb was blown up 
362,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,IED detonated against an office of Samopomich party,,It happened in Admiralteisky bussines center,IED detonated against an office of Samopomich party It happened in Admiralteisky bussines center
363,00:00.0,UNKNOWN,0,0,Gorsk,LUHANSK ,UKRAINE,A railway bridge used for carrying coal was blown up,,"Km. 51 Rodakovo-Krasny L, between Sentanovka & Shipilovo station","A railway bridge used for carrying coal was blown up Km. 51 Rodakovo-Krasny L, between Sentanovka & Shipilovo station"
364,00:00.0,UNKNOWN,0,0,Chugev,KHARKIV,UKRAINE,An IED blew up against railroad,,Lisichansk-Kharkov railway,An IED blew up against railroad Lisichansk-Kharkov railway
365,00:00.0,CACHE/FOUND,0,0,Mariupol,DONETSK,UKRAINE,A suitcase containing an IED was found by a civilian,,,A suitcase containing an IED was found by a civilian 
366,00:00.0,UNKNOWN,0,0,Orikhove,LUHANSK ,UKRAINE,A railway bridge was blown up,,,A railway bridge was blown up 
367,00:00.0,CACHE/FOUND,0,0,TBD,ZAPORIZHYE,UKRAINE,Explosives seized during car search in a check-point,,"2 Kg plastic expl + 1,2 Kq TNT. Road between Zaporizhia & Mariupol","Explosives seized during car search in a check-point 2 Kg plastic expl + 1,2 Kq TNT. Road between Zaporizhia & Mariupol"
368,00:00.0,UNKNOWN,0,1,Alchevsk,LUHANSK ,UKRAINE,Several roadside IEDs against a Brigade Commanders convoy,,Chief of Prizrak Brigade. Attack claimed by Tini Partisan Detachment,Several roadside IEDs against a Brigade Commanders convoy Chief of Prizrak Brigade. Attack claimed by Tini Partisan Detachment
369,00:00.0,UNKNOWN,0,2,Kharkiv,KHARKIV,UKRAINE,A minibus blew up,,Poznanskaya Street,A minibus blew up Poznanskaya Street
370,00:00.0,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,A car was blown up near a government building,,Kharkiv State Administration for Culture in Gvardeytsev Shironintsev Street,A car was blown up near a government building Kharkiv State Administration for Culture in Gvardeytsev Shironintsev Street
371,00:00.0,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,A courier was detained when transporting an IED in a car,,3 Kg of plastic explosive. Planned target was located in Kherson.,A courier was detained when transporting an IED in a car 3 Kg of plastic explosive. Planned target was located in Kherson.
372,00:00.0,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,A package containing an IED was found & disposed by Police EOD,,About 1 Kg TNT in front of a shopping center,A package containing an IED was found & disposed by Police EOD About 1 Kg TNT in front of a shopping center
373,00:00.0,UNKNOWN,0,2,Kharkiv,KHARKIV,UKRAINE,A device against the car of a Volunteer Battalion Commander,,Against Andrey Yangolenko. Another magnetically-attached IED failed,A device against the car of a Volunteer Battalion Commander Against Andrey Yangolenko. Another magnetically-attached IED failed
374,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,A device was blown up near a Right Sector office,,Koblevskaya Street,A device was blown up near a Right Sector office Koblevskaya Street
375,00:00.0,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,Two volunteer Battalion servicemen detained carrying explosives,,"Driving a car:16,8 Kg pf TNT + 36 detonators along with weaponry","Two volunteer Battalion servicemen detained carrying explosives Driving a car:16,8 Kg pf TNT + 36 detonators along with weaponry"
376,00:00.0,CACHE/FOUND,0,0,Mariupol,DONETSK,UKRAINE,A bag with explosive devices was found in the car of 2 suspects,,"One was killed, other escaped. 3 Policemen injured. (Cutting charges)","A bag with explosive devices was found in the car of 2 suspects One was killed, other escaped. 3 Policemen injured. (Cutting charges)"
377,00:00.0,UNKNOWN,1,0,Krivoy Rog,DNIPROPETROVSK,UKRAINE,An IED detonated in the 4th floor of a building,,,An IED detonated in the 4th floor of a building 
378,00:00.0,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,An IED (200 gr TNT equivalent in plastic bag) was found and disposed,,In front of a cafeteria in Zhukovskoho Street,An IED (200 gr TNT equivalent in plastic bag) was found and disposed In front of a cafeteria in Zhukovskoho Street
379,00:00.0,RCIED,3,11,Kharkiv,KHARKIV,UKRAINE,An IED was blown up against a pro-Maidan march near Sports Palace,,Marshal Zhukova Street (about 200 gr TNT plus steel bearings),An IED was blown up against a pro-Maidan march near Sports Palace Marshal Zhukova Street (about 200 gr TNT plus steel bearings)
380,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,Two IEDs were detonated against an office of an Euromaidan leader,,Yevgeny Rezvushkins office in Bolshaya Arnautskaya Street,Two IEDs were detonated against an office of an Euromaidan leader Yevgeny Rezvushkins office in Bolshaya Arnautskaya Street
381,00:00.0,UNKNOWN,0,0,Zelenyi Kolodez,KHARKIV,UKRAINE,An IED was detonated against a power substation,,The station provided power to railways,An IED was detonated against a power substation The station provided power to railways
382,00:00.0,UNKNOWN,0,0,Donetsk,DONETSK,UKRAINE,A device was blown up 100 m away from DPR leader residence,,Against Aleksandr Zaharchenko before a press conference,A device was blown up 100 m away from DPR leader residence Against Aleksandr Zaharchenko before a press conference
383,00:00.0,CACHE/FOUND,0,0,Stanytsya Luhanska,LUHANSK ,UKRAINE,An IED was seized during the detention of a  suspect of an IED attack ,,It was a honey can filled with explosive. The previous attack was on Jan 16th,An IED was seized during the detention of a  suspect of an IED attack  It was a honey can filled with explosive. The previous attack was on Jan 16th
384,00:00.0,CACHE/FOUND,0,0,Severodonetsk,LUHANSK,UKRAINE,"During search operation, some IEDs and homemade explosive found",,"15 IEDs, and a 50 l barrel filled with homemade explosive","During search operation, some IEDs and homemade explosive found 15 IEDs, and a 50 l barrel filled with homemade explosive"
385,00:00.0,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,Railway station in Ruslan Bashirli Street,Call reporting IED - First Responders action - no explosive Railway station in Ruslan Bashirli Street
386,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,An IED was laid and detonated at the door of a hostel,,"More Hostel Odessa, sited at 3rd floor of the building in Koroblevska Street","An IED was laid and detonated at the door of a hostel ""More Hostel Odessa"", sited at 3rd floor of the building in Koroblevska Street"
387,00:00.0,UNKNOWN,1,0,Debaltseve,DONETSK,UKRAINE,A Battalion Commander died as a result of a roadside IED attack,,Lviv regional police commander Dmytro Zaharia,A Battalion Commander died as a result of a roadside IED attack Lviv regional police commander Dmytro Zaharia
388,00:00.0,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,A device was detonated against the office of a notary company,,Minor damages. Otakar Yarosh Street,A device was detonated against the office of a notary company Minor damages. Otakar Yarosh Street
389,00:00.0,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,A man was detained when transporting an IED,,,A man was detained when transporting an IED 
390,00:00.0,CACHE/FOUND,0,0,Zaporizhia,ZAPORIZHYE,UKRAINE,A man was detained when laying an IED against rairoad tracks,,400 gr TNT were seized during the search of his house,A man was detained when laying an IED against rairoad tracks 400 gr TNT were seized during the search of his house
